hf time,inp time 0.5,inp time 1.0,inp time 2.0,inp time 4.0,inp time 7.0,inp time 10.0,inp time 15.0,inp time 20.0,inp time 50.0
0.5,0.1484706848859787,0.016560077667236328,0.09306363761425018,0.41302940249443054,0.008116543292999268,0,0,0,0
1.0,0.0,0.04241965711116791,0.03670932352542877,0.21697503328323364,0.0013127923011779785,0,0,0,0
2.0,0.0,0.0,0.021194368600845337,0.0021484196186065674,1.7881393432617188e-07,0,0,0,0
4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
